Reference Number,Property Name,NHL Designated Date,Restricted Address,Category of Property,State,County,City ,Street & Number,External Link,Federal Agencies,Other Names,Park Name
70000214,Springer Opera House,6/2/1978,0,BUILDING,GEORGIA,Muscogee,Columbus,105 10th St.,https://catalog.archives.gov/id/93209140,,,
69000332,St. Catherine's Island,12/16/1969,0,DISTRICT,GEORGIA,Liberty,South Newport,10 mi. off the GA coast between St. Catherines Sound and Sapelo Sound,https://catalog.archives.gov/id/93206781,," Guale;Santa Catalina;St. Catherine's Island,One of the Golde",
66000279,Stallings Island,1/20/1961,1,SITE,GEORGIA,Columbia,Augusta,Address Restricted,,,,
74000680,"Stone Hall, Atlanta University",12/2/1974,0,BUILDING,GEORGIA,Fulton,Atlanta,Morris-Brown College campus,https://catalog.archives.gov/id/93206755,, Fairchild Hall,
76000631,Sweet Auburn Historic District,12/8/1976,0,DISTRICT,GEORGIA,Fulton,Atlanta,Auburn Ave.,https://catalog.archives.gov/id/93206771,,,
76000612,Telfair Academy,5/11/1976,0,BUILDING,GEORGIA,Chatham,Savannah,121 Barnard St.,https://catalog.archives.gov/id/93206740,, Telfair Academy of Arts and Sciences,
72000410,"Toombs, Robert, House",11/7/1973,0,BUILDING,GEORGIA,Wilkes,Washington,216 E. Robert Toombs Ave.,https://catalog.archives.gov/id/93209977,,,
66000283,Traveler's Rest,1/29/1964,0,BUILDING,GEORGIA,Stephens,Toccoa,E of Toccoa on U.S. 123,https://catalog.archives.gov/id/93206805,, Jarrett Manor,
72000411,Tupper-Barnett House,11/7/1973,0,BUILDING,GEORGIA,Wilkes,Washington,101 W. Robert Toombs Ave.,https://catalog.archives.gov/id/93209979,,,
74000681,U.S. Post Office and Courthouse,7/21/2015,0,BUILDING,GEORGIA,Fulton,Atlanta,76 Forsyth St.,https://catalog.archives.gov/id/93208376, GENERAL SERVICES ADMINISTRATION, Old Post Office,
74000694,Warm Springs Historic District,1/16/1980,0,DISTRICT,GEORGIA,Meriwether,Warm Springs,S of GA 194 and W of GA 85W,https://catalog.archives.gov/id/93208989,,,
76002144,"Watson, Thomas E., House",5/11/1976,0,BUILDING,GEORGIA,McDuffie,Thomson,310 Lumpkin St.,https://catalog.archives.gov/id/93206785,, Hickory Hill,
79000746,"Wilson, Woodrow, Boyhood Home",10/6/2008,0,BUILDING,GEORGIA,Richmond,Augusta,419 7th St.,https://catalog.archives.gov/id/93209419,,,
87001295,CINCPAC Headquarters,5/28/1987,0,BUILDING,HAWAII,Honolulu,Pearl Harbor,Pearl Harbor Naval Base,https://catalog.archives.gov/id/63815548, DEPARTMENT OF THE NAVY," CINCPAC Fleet Headquarters (Headquarters, Commander in Chief",
66000298,Cook Landing Site,12/29/1962,0,SITE,HAWAII,Kauai,Waimea,2 mi. SW of HI 50,https://catalog.archives.gov/id/63815566,,,
73000659,FALLS OF CLYDE,4/11/1989,0,STRUCTURE,HAWAII,Honolulu,Honolulu,"Pier 7, Honolulu Harbor",https://catalog.archives.gov/id/63815868,,,
85002725,Hickam Field,9/16/1985,0,DISTRICT,HAWAII,Honolulu,Honolulu,SE of Pearl Harbor Naval Base,https://catalog.archives.gov/id/63815546, AIR FORCE, Hickam Air Force Base,
66000304,Hokukano-Ualapue Complex,12/29/1962,0,DISTRICT,HAWAII,Maui,Ualapue,On HI 45,https://catalog.archives.gov/id/63815575,,,
66000287,Honokohau Settlement,12/29/1962,1,DISTRICT,HAWAII,Hawaii,Kailua-Kona,Address Restricted,,,,
66000295,Huilua Fishpond,12/29/1962,0,STRUCTURE,HAWAII,Honolulu,Kaneohe,"In Kahana Bay, 13 mi. N of Kaneohe on HI 83 adjacent to Kahana Bay State Park",https://catalog.archives.gov/id/63815530,, HASS-50-OA-FS-1,
66000293,Iolani Palace,12/29/1962,0,BUILDING,HAWAII,Honolulu,Honolulu,364 S. King St.,https://catalog.archives.gov/id/63815558,, Territorial Capitol;Territorial Executive Building,
100006298,Kalaupapa National Historical Park,1/7/1976,0,DISTRICT,HAWAII,Kalawao,Kalaupapa,Kalaupapa National Park,https://catalog.archives.gov/id/63815562, NATIONAL PARK SERVICE, Kalaupapa Leprosy Settlement,
66000288,"Kamakahonu, Residence Of King Kamehameha I",12/29/1962,0,SITE,HAWAII,Hawaii,Kailua-Kona,"On NW edge of Kailua Bay, N and W of Kailua Wharf",https://catalog.archives.gov/id/63815520,,,
87001299,Kaneohe Naval Air Station,5/28/1987,0,DISTRICT,HAWAII,Honolulu,Kailua,Area between First St. and Kaneohe Bay,https://catalog.archives.gov/id/63815552, DEPARTMENT OF THE NAVY," Marine Corps Air Station,Kanehoe; Kaneohe",
66000303,Kaunolu Village Site,12/29/1962,1,SITE,HAWAII,Maui,Lanai City,Address Restricted,,,,
66000294,Kawaiahao Church and Mission Houses,12/29/1962,0,BUILDING,HAWAII,Honolulu,Honolulu,"957 Punchbowl St., 553 S. King St.",https://catalog.archives.gov/id/63815538,,,
66000290,Keauhou Holua Slide,12/29/1962,0,STRUCTURE,HAWAII,Hawaii,Keauhou,E of HI 18,https://catalog.archives.gov/id/63815526,, HASS-50-HA-D3-2,
66000302,Lahaina Historic District,12/29/1962,0,DISTRICT,HAWAII,Maui,Lahaina,W side of Maui on HI 30,https://catalog.archives.gov/id/63815572,,,
66000301,Loaloa Heiau,12/29/1962,0,SITE,HAWAII,Maui,Kaupo,"SE coast of Maui, on HI 31, about 0.25 mi. N of Kaupo",https://catalog.archives.gov/id/63815579,, HASS-50-MA-A28-1,
66000285,Mauna Kea Adz Quarry,12/29/1962,1,SITE,HAWAII,Hawaii,Hilo,Address Restricted,,,,
66000284,Mookini Heiau,12/29/1962,0,STRUCTURE,HAWAII,Hawaii,Hawi,"Northern tip of Hawaii, 1 mi. W of Upolu Point Airport",https://catalog.archives.gov/id/63815522,, Kamehameha I Birthplace;Kokoiki,
66000296,Old Sugar Mill of Koloa,12/29/1962,0,SITE,HAWAII,Kauai,Koloa,Maluhia and Koloa Rds.,https://catalog.archives.gov/id/63815570,,,
91001379,Opana Radar Site,4/19/1994,0,SITE,HAWAII,Honolulu,Kawela,Off Kamehameha Hwy. S of Kawela Bay,https://catalog.archives.gov/id/63815554, DEPARTMENT OF THE NAVY,,
84000104,Palm Circle Historic District,5/28/1987,0,DISTRICT,HAWAII,Honolulu,Honolulu,"Roughly bounded by Carter Dr., Richardson and Funston Rds., A and B Sts.",https://catalog.archives.gov/id/63815544, DEPARTMENT OF THE ARMY," Palm Circle,100 Area,Fort Shafter",
66000940,"Pearl Harbor, U.S. Naval Base",1/29/1964,0,DISTRICT,HAWAII,Honolulu,Pearl City,3 mi. S of Pearl City on HI 73,https://catalog.archives.gov/id/63815536, DEPARTMENT OF THE NAVY, Pearl Lochs;Pu'u-loa;See Also:USS ARIZONA Memorial;USS ARIZO,
66000300,Piilanihale Heiau,1/29/1964,0,STRUCTURE,HAWAII,Maui,Hana,"4 mi. N of Hana, at the mouth of Honomaele Gulch near Kalahu Point",https://catalog.archives.gov/id/63815577,,,
66000292,Puu o Mahuka Heiau,12/29/1962,0,STRUCTURE,HAWAII,Honolulu,Haleiwa,"4 mi. NE of Haleiwa on HI 83, overlooking Waimea Bay",https://catalog.archives.gov/id/63815532,,,
07001173,Pu'ukohola Heiau,12/29/1966,0,SITE,HAWAII,Hawaii,Kawaihae,0.9 mi. SE of Kawaihae,https://catalog.archives.gov/id/63815684, NATIONAL PARK SERVICE,,Puukohola Heiau
66000105,Pu'ukohola Heiau National Historic Site,12/29/1962,0,DISTRICT,HAWAII,Hawaii,"Kawaihae, Island of Hawaii","N end of Hawaii off HI 26, about 1 mi. SE of Kawaihae",https://catalog.archives.gov/id/63815686, NATIONAL PARK SERVICE, Pu'ukohola Historic District;PUHE 1;PUHE 2;PUHE 3,Puukohola Heiau
66000299,Russian Fort,12/29/1962,0,STRUCTURE,HAWAII,Kauai,Waimea,"On HI 50, 200 yds. SW of the bridge over the Waimea River",https://catalog.archives.gov/id/63815568,,,
66000291,South Point Complex,12/29/1962,1,DISTRICT,HAWAII,Hawaii,Naalehu,Address Restricted,, COAST GUARD,,
89001083,USS ARIZONA Wreck,5/5/1989,0,STRUCTURE,HAWAII,Honolulu,Honolulu,"Off Ford Island, Pearl Harbor",https://catalog.archives.gov/id/63815556, DEPARTMENT OF THE NAVY," BB-39;See Also:Pearl Harbor, U.S. Naval Base",
82000149,USS BOWFIN,1/14/1986,0,STRUCTURE,HAWAII,Honolulu,Honolulu,11 Arizona Memorial Dr.,https://catalog.archives.gov/id/63815882,, SS 287,
89001084,USS UTAH Wreck,5/5/1989,0,STRUCTURE,HAWAII,Honolulu,Honolulu,"Off Ford Island, Pearl Harbor",https://catalog.archives.gov/id/63815540, DEPARTMENT OF THE NAVY," BB-31 and AG-16;See Also:Pearl Harbor, U.S. Naval Base",
66000297,Wailua Complex of Heiaus,12/29/1962,0,DISTRICT,HAWAII,Kauai,Wailua,"E coast of Kauai at mouth of Wailua River, Lihue District",https://catalog.archives.gov/id/63815959,,,
73000666,Washington Place,3/29/2007,0,BUILDING,HAWAII,Honolulu,Honolulu,320 Beretania St.,https://catalog.archives.gov/id/63815843,,,
87001297,Wheeler Field,5/28/1987,0,DISTRICT,HAWAII,Honolulu,Schofield Barracks,Area around Wright Ave. and the flight line,https://catalog.archives.gov/id/63815550, AIR FORCE, Wheeler Air Force Base,
66000305,Assay Office,5/30/1961,0,BUILDING,IDAHO,Ada,Boise,210 Main St.,https://catalog.archives.gov/id/84248770,,,
73000685,Bear River Battleground,6/21/1990,0,SITE,IDAHO,Franklin,Preston,NW of Preston off U.S. 91,https://catalog.archives.gov/id/84249894,, Bear River Massacre;Massacre at Boa Ogoi;Battle of Bear Rive,
89001081,Camas Meadow Camp and Battle Sites,4/11/1989,0,SITE,IDAHO,Clark,Kilgore,E of Kilgore,https://catalog.archives.gov/id/84248778, BUREAU OF LAND MANAGEMENT,,
66000312,Cataldo Mission,7/4/1961,0,BUILDING,IDAHO,Kootenai,Cataldo,Off U.S. 10,https://catalog.archives.gov/id/84248786,, Coeur d'Alene Mission of the Sacred Heart,
66000308,City of Rocks,7/19/1964,0,SITE,IDAHO,Cassia,Almo,City of Rocks State Park,https://catalog.archives.gov/id/84248776,,,
66000307,Experimental Breeder Reactor No. 1,12/21/1965,0,BUILDING,IDAHO,Butte,Arco,National Reactor Testing Station,https://catalog.archives.gov/id/84248774, DEPARTMENT OF ENERGY,,
66000306,Fort Hall,1/20/1961,0,SITE,IDAHO,Bannock,Fort Hall,"11 mi. W of Fort Hall, Fort Hall Indian Reservation",https://catalog.archives.gov/id/84248772,,,
66000313,Lemhi Pass,10/9/1960,0,SITE,IDAHO,Lemhi,Tendoy,"12 mi. E of Tendoy off ID 28, in Beaverhead and Salmon National Forests",https://catalog.archives.gov/id/84248788, FOREST SERVICE,,
66000309,Lolo Trail,10/9/1960,0,STRUCTURE,IDAHO,Clearwater,Lolo Hot Springs,"Parallel to U.S. 12 on ridges of Bitterroot Mountains, from Lolo Pass to Weippe",https://catalog.archives.gov/id/84248784, NATIONAL PARK SERVICE; FOREST SERVICE,,Nez Perce
66000311,Weippe Prairie,5/23/1966,0,SITE,IDAHO,Clearwater,Weippe,S of Weippe and ID 11,https://catalog.archives.gov/id/84248780, NATIONAL PARK SERVICE,,Nez Perce
76000686,"Abbott, Robert S., House",12/8/1976,0,BUILDING,ILLINOIS,Cook,Chicago,"4742 Martin Luther King, Jr. Dr.",https://catalog.archives.gov/id/28891566,,,
87000819,Adler Planetarium,2/27/1987,0,BUILDING,ILLINOIS,Cook,Chicago,1300 S. Lake Shore Dr.,https://catalog.archives.gov/id/28891578,, Adler Planetarium and Astronomical Museum,
70000230,"Auditorium Building, Roosevelt University",5/15/1975,0,BUILDING,ILLINOIS,Cook,Chicago,430 Michigan Ave. and Congress St.,https://catalog.archives.gov/id/28892541,,,
70000244,Bishop Hill Historic District,4/27/1984,0,DISTRICT,ILLINOIS,Henry,Bishop Hill,Off US 34,https://catalog.archives.gov/id/28892970,, Bishop Hill Colony,
66000899,Cahokia Mounds,7/19/1964,0,SITE,ILLINOIS,St. Clair,Collinsville,"7850 Collinsville Rd., Cahokia Mounds State Park",https://catalog.archives.gov/id/28891621,, Monks Mounds,
70000231,"Carson, Pirie, Scott and Company",6/16/1978,0,BUILDING,ILLINOIS,Cook,Chicago,1 S. State St.,https://catalog.archives.gov/id/28892154,, Schlisinger and Mayer Store Building,
70000232,"Charnley, James, House",8/5/1998,0,BUILDING,ILLINOIS,Cook,Chicago,1365 N. Astor St.,https://catalog.archives.gov/id/28892533,,,
78003181,Chicago Board of Trade Building,6/2/1978,0,BUILDING,ILLINOIS,Cook,Chicago,141 W. Jackson Blvd.,https://catalog.archives.gov/id/28891502,,,
70000851,Church of the Holy Family,4/15/1970,0,BUILDING,ILLINOIS,St. Clair,Cahokia,E. 1st St.,https://catalog.archives.gov/id/28891648,,,
72001479,Clover Lawn,5/15/1975,0,BUILDING,ILLINOIS,McLean,Bloomington,1000 E. Monroe Dr.,https://catalog.archives.gov/id/28893669,, David Davis Mansion,
03001040,Columbus Park,7/31/2003,0,DISTRICT,ILLINOIS,Cook,Chicago,"Bounded by W. Adams Street, S. Central Avenue, Eisenhower Expressway, and S. Austin Boulevard",https://catalog.archives.gov/id/28892635,, Park #209,
87002653,Comiskey Park,2/27/1987,0,STRUCTURE,ILLINOIS,Cook,Chicago,324 W. 35th St.,,, White Sox Park,
76000687,"Compton, Arthur H., House",5/11/1976,0,BUILDING,ILLINOIS,Cook,Chicago,5637 Woodlawn Ave.,https://catalog.archives.gov/id/28891588,,,
70000243,"Coonley, Avery, House",12/30/1970,0,BUILDING,ILLINOIS,Cook,Riverside,"290 and 300 Scottswood Rd., 281 Bloomingbank Rd., and 336 Coonley St.",https://catalog.archives.gov/id/28891514,,,
89001730,Crow Island School,12/14/1990,0,BUILDING,ILLINOIS,Cook,Winnetka,1112 Willow Rd.,https://catalog.archives.gov/id/28891540,,,
74000774,"Dana, Susan Lawrence, House",1/7/1976,0,BUILDING,ILLINOIS,Sangamon,Springfield,301 Lawrence Ave.,https://catalog.archives.gov/id/28894042,,,
76000706,"Dawes, Charles Gates, House",12/8/1976,0,BUILDING,ILLINOIS,Cook,Evanston,225 Greenwood St.,https://catalog.archives.gov/id/28891574,, Dawes Mansion,
75000646,"De Priest, Oscar Stanton, House",5/15/1975,0,BUILDING,ILLINOIS,Cook,Chicago,"4536--4538 S. Dr. Martin Luther King, Jr. Dr.",https://catalog.archives.gov/id/28891556,,,
66000327,"Deere, John, House and Shop",7/19/1964,0,BUILDING,ILLINOIS,Ogle,Grand Detour,Illinois and Clinton Sts.,https://catalog.archives.gov/id/28891626,,,
76000690,"Du Sable, Jean Baptiste Point, Homesite",5/11/1976,0,SITE,ILLINOIS,Cook,Chicago,401 N. Michigan Ave.,https://catalog.archives.gov/id/28891552,, Pioneer Court,
91002039,Farm Creek Section,12/9/1997,0,SITE,ILLINOIS,Tazewell,East Peoria,S side of Farm Cr.,https://catalog.archives.gov/id/28891652, ARMY CORPS OF ENGINEERS, Farm Creek/Farmdale Geologic Exposure,
04000867,Farnsworth House,2/17/2006,0,BUILDING,ILLINOIS,Kendall,Plano,14520 River Rd.,https://catalog.archives.gov/id/28893258,,,
66000314,"First Self-Sustaining Nuclear Reaction, Site of",2/18/1965,0,SITE,ILLINOIS,Cook,Chicago,S. Ellis Ave. between E. 56th and 57th Sts.,https://catalog.archives.gov/id/28891582,, The Enrico Fermi Memorial,
66000329,Fort de Chartres,10/9/1960,0,SITE,ILLINOIS,Randolph,Prairie du Rocher,"Terminus of IL 155, W of Prairie du Rocher, Fort Chartres",https://catalog.archives.gov/id/28891632,, Fort de Chartres State Park,
80001379,Fort Sheridan Historic District,4/20/1984,0,DISTRICT,ILLINOIS,Lake,Fort Sheridan,Off IL 22,https://catalog.archives.gov/id/28893322, DEPARTMENT OF THE ARMY," See Also:Water Tower, Building 49",
15000584,"Gerber, Henry, House",7/21/2015,0,,ILLINOIS,Cook,Chicago,1710 North Crilly Court,,,,
70000233,"Glessner, John J., House",1/17/1976,0,BUILDING,ILLINOIS,Cook,Chicago,1800 S. Prairie Ave.,https://catalog.archives.gov/id/28892539,,,
66000322,"Grant, Ulysses S., House",12/19/1960,0,BUILDING,ILLINOIS,Jo Daviess,Galena,511 Bouthillier St.,https://catalog.archives.gov/id/28891606,,,
76000707,Grosse Point Light Station,1/20/1999,0,STRUCTURE,ILLINOIS,Cook,Evanston,2601 Sheridan Rd.,https://catalog.archives.gov/id/28892264,,,
97000343,Haymarket Martyrs' Monument,2/18/1997,0,OBJECT,ILLINOIS,Cook,Forest Park,863 S. Des Plaines Ave.,https://catalog.archives.gov/id/28891592,,,
95000989,Hegeler-Carus Mansion,3/29/2007,0,BUILDING,ILLINOIS,La Salle,La Salle,1307 Seventh St.,https://catalog.archives.gov/id/28891617,,,
72000450,"Heller, Isadore H., House",8/18/2004,0,BUILDING,ILLINOIS,Cook,Chicago,5132 S. Woodland Ave.,https://catalog.archives.gov/id/28891924,,,
00000258,"Heurtley, Arthur, House",2/16/2000,0,BUILDING,ILLINOIS,Cook,Oak Park,318 North Forest Avenue,https://catalog.archives.gov/id/28892677,,,
66000315,Hull House,6/23/1965,0,BUILDING,ILLINOIS,Cook,Chicago,800 S. Halsted St.,https://catalog.archives.gov/id/28891596,, Jane Addams' Hull House,
66000332,Illinois and Michigan Canal,1/29/1964,0,STRUCTURE,ILLINOIS,Will,Joliet,"7 mi. SW of Joliet on U.S. 6, in Channahon State Park",,, Illinois and Michigan Canal (Locks and Towpath),
74002197,"Jarrot, Nicholas, Mansion",8/7/2001,0,BUILDING,ILLINOIS,St. Clair,Cahokia,124 E. First St.,https://catalog.archives.gov/id/28894136,,,
73000698,Kennicott's Grove,1/7/1976,0,BUILDING,ILLINOIS,Cook,Glenview,Milwaukee and Lake Aves.,https://catalog.archives.gov/id/28891926,, The Grove;The Robert Kennicott House,
66000326,Kincaid Site,7/19/1964,1,SITE,ILLINOIS,Massac,Brookport,Address Restricted,,,,
76000695,Leiter II Building,1/7/1976,0,BUILDING,ILLINOIS,Cook,Chicago,NE corner of S. State and E. Congress Sts.,https://catalog.archives.gov/id/28891544,," Sears, Roebuck and Company",
76000696,"Lillie, Frank R., House",5/11/1976,0,BUILDING,ILLINOIS,Cook,Chicago,5801 Kenwood Ave.,https://catalog.archives.gov/id/28891590,, Lillie House,
71000076,Lincoln Home National Historic Site,12/19/1960,0,DISTRICT,ILLINOIS,Sangamon,Springfield,8th and Jackson Sts.,https://catalog.archives.gov/id/28891638, NATIONAL PARK SERVICE,,Lincoln Home
06000235,Lincoln Park Lily Pool,12/17/2006,0,DISTRICT,ILLINOIS,Cook,Chicago,Fullerton Drive between Cannon and Stockton Drives in Lincoln Park,https://catalog.archives.gov/id/28892679,, Alfred Caldwell Lily Pool,
66000330,Lincoln Tomb,12/19/1960,0,STRUCTURE,ILLINOIS,Sangamon,Springfield,Oak Ridge Cemetery,https://catalog.archives.gov/id/28891644,, See also:Oak Ridge Cemetery,
71000297,"Lindsay, Vachel, House",11/11/1971,0,BUILDING,ILLINOIS,Sangamon,Springfield,603 S. 5th St.,https://catalog.archives.gov/id/28891640,, Vachel Lindsay Museum,
66000320,"Lloyd, Henry Demarest, House",11/13/1966,0,BUILDING,ILLINOIS,Cook,Winnetka,830 Sheridan Rd.,https://catalog.archives.gov/id/28891554,," Wayside,The",
73000690,"Lovejoy, Owen, Homestead",2/18/1997,0,BUILDING,ILLINOIS,Bureau,Princeton,Peru St. (U.S. 6),https://catalog.archives.gov/id/28891734,, Underground Station,
73000697,Marquette Building,1/7/1976,0,BUILDING,ILLINOIS,Cook,Chicago,140 S. Dearborn St.,https://catalog.archives.gov/id/28892214,,,
78001123,Marshall Field Company Store,6/2/1978,0,BUILDING,ILLINOIS,Cook,Chicago,111 N. State St.,https://catalog.archives.gov/id/28891548,,,
97001272,Mazon Creek Fossil Beds,9/25/1997,0,SITE,ILLINOIS,Grundy,Morris,"Benson Rd., 3 mi. SE of Morris",https://catalog.archives.gov/id/28891598,, Mazon River;Benson Farm;Fossil Bed Farm,
70000245,"Menard, Pierre, House",4/15/1970,0,BUILDING,ILLINOIS,Randolph,Ellis Grove,Fort Kaskaskia State Park,https://catalog.archives.gov/id/28891630,,,
76000699,"Millikan, Robert A., House",5/11/1976,0,BUILDING,ILLINOIS,Cook,Chicago,5605 Woodlawn Ave.,https://catalog.archives.gov/id/28891580,,,
66000328,Modoc Rock Shelter,1/20/1961,1,SITE,ILLINOIS,Randolph,Modoc,Address Restricted,,, 11-R-5;11Ras501,
78001125,Montgomery Ward Company Complex,6/2/1978,0,BUILDING,ILLINOIS,Cook,Chicago,619 W. Chicago Ave.,https://catalog.archives.gov/id/28892681,, Montgomery Ward and Company Administration Building and Mail,
68000024,"Morrow Plots, University of Illinois",5/23/1968,0,SITE,ILLINOIS,Champaign,Urbana,Gregory Dr. at Matthews Ave.,https://catalog.archives.gov/id/28891498,,,
66000321,Nauvoo Historic District,1/20/1961,0,DISTRICT,ILLINOIS,Hancock,Nauvoo,Nauvoo and its environs,https://catalog.archives.gov/id/28891600,,,
05000869,New Philadelphia Town Site,1/16/2009,1,SITE,ILLINOIS,Pike,Barry,Address Restricted,,, IAS Site 11PK455; New Philadelphia Townsite,
66000324,Old Kaskaskia Village,7/19/1964,1,SITE,ILLINOIS,La Salle,Ottawa,Address Restricted,,, Zimmerman Site (LS 13),
66000323,"Old Main, Knox College",7/4/1961,0,BUILDING,ILLINOIS,Knox,Galesburg,Knox College campus,https://catalog.archives.gov/id/28891610,,,
